,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
3988,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,21102,21102
3989,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),45654,45654
3990,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14388,14826
3991,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),14601,14601
3992,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,19691,23413
3993,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),16703,16703
3994,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,18969,18969
3995,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,10059,21125
3996,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),31347,31347
3997,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3764,3764
3998,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5359,7486
3999,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13440,15877
4000,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4117,5170
4001,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8175,8175
4002,National Institute of Technology Calicut,"Engineering Physics (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1829,1867
4003,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,45193,51523
4004,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),35098,35098
4005,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,16784,18544
4006,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),19551,19551
4007,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,20553,25087
4008,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),23069,23069
4009,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,30905,30905
4010,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,35907,40391
4011,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),39140,39140
4012,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6056,6198
4013,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11402,12233
4014,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14790,14790
4015,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5341,5341
4016,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5567,5567
4017,National Institute of Technology Calicut,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1971,1971
4018,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,14415,32212
4019,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),19245,40076
4020,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,29766,69916
4021,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),67129,67129
4022,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8526,11802
4023,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),11846,14092
4024,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,461,461
4025,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7157,17148
4026,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),16457,23903
4027,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5627,16174
4028,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,13265,23029
4029,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),25616,33078
4030,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1484,1484
4031,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3294,3530
4032,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4961,5680
4033,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,218,218
4034,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6041,7418
4035,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),10497,12124
4036,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2613,3659
4037,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5103,5293
4038,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,816,1063
4039,National Institute of Technology Calicut,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1440,1565
4040,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,34520,50741
4041,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),41673,54244
4042,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),63144,63144
4043,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14412,18892
4044,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),19186,19186
4045,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,21947,23499
4046,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),24622,24622
4047,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,27682,35771
4048,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),36735,45484
4049,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2332,2332
4050,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5524,5652
4051,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8251,8251
4052,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9675,11823
4053,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14741,14741
4054,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1783,6433
4055,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6877,6877
4056,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1814,1814
4057,National Institute of Technology Calicut,"Production Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2767,2767
4058,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,41555,46544
4059,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),32784,32784
4060,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,2213,2213
4061,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,9780,9780
4062,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),12758,12758
4063,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,17062,17156
4064,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),31888,31888
4065,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5883,5883
4066,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),13995,13995
4067,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2085,2085
4068,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,30143,36473
4069,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),38930,38930
4070,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5393,5393
4071,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10379,11319
4072,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,525,525
4073,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1263,2862
4074,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5266,5266
4075,National Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1302,1302
4076,National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,3438,13750
4077,National Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),9752,18328
